0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239
1.4447371,6.6952615,200.2317,3.3187976,129.03621,16.137562,4903.376,3.6296601,1.6837454,7.6632442,232.36317,3.3469765,25.14438,19.185753,1039.0652,3.434968,0.46084115,7.5859475,224.61838,3.3201842,14.037677,14.017349,664.5807,3.4738536,0.6930682,8.150589,249.8892,3.376179,-71.574814,23.479567,2719.8428,3.5859015,-0.05339033,6.292424,188.48572,3.3672974,-148.68091,13.529599,5649.8745,3.6334245,0.25541314,8.140588,228.57584,3.2922885,-26.763828,22.546385,1050.0007,3.3283896,-0.18292622,5.238799,163.44026,3.402398,-173.27853,14.263152,6584.584,3.6342103,-0.0897978,8.054797,208.86305,3.1607504,-672.99896,26.817549,25573.959,3.636793,-0.5847858,7.1777043,215.51338,3.3412385,117.6922,18.30942,4472.3037,3.6252396,-0.23342398,6.324421,199.74783,3.3971741,-13.267253,16.23814,629.474,3.3125184,1.3677529,5.596876,175.64876,3.3746855,80.35497,24.650328,3053.4888,3.5907748,1.3598223,6.4748445,199.85315,3.3426645,60.33343,54.09966,2660.7627,3.4028356,0.10373527,2.896736,88.20898,3.362457,65.29535,6.30506,2481.2231,3.632886,-0.14129522,7.3323407,209.40959,3.2837234,55.463524,27.093538,2153.6362,3.5299113,-0.097504646,4.863444,138.13593,3.298813,8.685253,7.895373,370.90326,3.3887894,-0.46990663,6.712093,190.74394,3.2248447,57.49703,23.129837,2184.887,3.5399694,-0.0027657414,0.90284127,93.78207,4.587319,75.680725,3.7876227,2875.8674,3.636314,-0.20213042,5.1750727,154.16281,3.3048756,130.91063,25.599964,4974.604,3.6159313,0.8344055,7.945969,235.83688,3.333833,-878.2403,34.848236,33373.13,3.636798,0.44439343,8.316308,242.87544,3.3272455,-585.38873,21.357122,22244.771,3.6369207,-0.21331266,7.110691,193.65,3.2306354,-34.151394,17.045868,1297.7529,3.50669,1.1855867,5.8512554,175.71353,3.3234828,22.808952,71.323524,2586.084,3.528542,1.470081,6.6890016,199.81125,3.3193061,-7.70739,21.754866,737.0307,3.415712,0.42148408,47.54098,822.07446,2.6429663,684.0031,74.63648,25992.12,3.631631,0.08431178,2.0727375,220.93025,4.615026,81.65143,13.983956,3102.7542,3.623115,0.8086326,5.905156,176.7353,3.3080907,46.481583,45.761246,2146.153,3.4047983,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
0.42415002,7.093562,219.60274,3.3740458,144.92638,23.908745,5507.2026,3.623845,0.17818195,8.297613,244.85387,3.3369453,1.6892129,12.832381,366.34204,3.245305,0.5149585,8.3220005,251.54517,3.3324938,13.155318,11.598521,547.20905,3.3849924,0.48990452,8.7169075,270.8865,3.362975,-92.4792,20.746435,3514.2097,3.6103618,0.80008423,8.514743,266.06097,3.3785832,-118.3162,16.33477,4496.0156,3.627767,0.09543543,7.562066,230.17307,3.3291557,-43.719765,18.74151,1691.3153,3.561614,0.057946555,7.060856,224.94804,3.4138212,-152.00117,17.564497,5776.0444,3.6307116,-0.663648,6.882609,203.05804,3.293371,-585.88245,48.33872,22263.533,3.6341536,-0.8911999,6.9785247,214.06795,3.3469832,86.61706,11.038335,3291.4482,3.6295295,-0.488784,5.3225183,154.58757,3.2822804,-20.253891,12.593151,823.1158,3.528293,0.17312115,5.7739315,179.94583,3.4187956,132.49199,22.352222,5034.696,3.6229134,0.40084583,6.2921386,181.19461,3.27463,-33.03148,48.38105,1992.9465,3.4921687,0.03937,3.7026446,117.04215,3.4221106,68.45749,9.434883,2601.3845,3.6275032,0.2772145,6.1023746,183.15453,3.3224912,19.554508,17.472538,793.5708,3.34018,-0.25331178,4.7501354,137.66695,3.2941048,9.166383,10.35136,414.75217,3.3321617,0.108470924,5.0740643,152.8159,3.3014016,29.317524,11.518684,1114.0659,3.559814,0.031571824,0.8024994,87.13586,4.6350946,63.638687,7.5247726,2418.27,3.6301992,0.14548638,4.670717,144.60733,3.3903716,91.09597,12.735324,3461.6467,3.6280854,0.51472485,8.424104,262.538,3.3832686,-757.11084,51.540424,28770.21,3.6352522,0.34712642,8.825709,272.67844,3.380248,-518.9004,37.205273,19718.215,3.6349866,-0.162114,7.663567,230.71959,3.3529027,-34.910713,17.612541,1373.379,3.5406084,0.3562578,3.683997,200.93042,3.9359486,-94.07084,67.79034,3655.9893,3.3361328,0.41991523,7.0836163,219.38365,3.385812,32.22625,21.161137,1250.6638,3.4372253,2.1413643,16.273249,712.37585,3.7363324,478.61,148.78442,18187.18,3.584821,0.04869603,2.325567,246.1364,4.5964046,108.3545,20.622976,4117.4707,3.617917,0.7812927,4.791603,146.95444,3.3996515,-25.231268,41.814266,1655.9882,3.4858544,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-0.32458228,5.477886,153.0037,3.2558126,92.5181,10.610452,3515.6877,3.6309466,-0.19895983,7.4394493,230.54622,3.347495,39.900906,34.684547,1735.0458,3.4477835,-0.20143831,6.4204206,186.51836,3.3321693,0.071115404,9.658178,312.3376,3.454132,-0.3941556,6.9867735,214.4622,3.3547812,-22.533556,34.6548,1204.4269,3.2685678,0.13265345,5.811974,171.55301,3.3184214,-82.938194,14.968685,3151.6511,3.621526,-0.48339215,6.60838,191.13788,3.2594457,13.6935005,25.219158,962.9506,3.47231,0.43502244,4.746973,141.64186,3.3147962,-110.0683,14.180207,4182.595,3.629296,-0.3651586,5.748131,170.68854,3.3102496,-439.01096,47.15864,16682.416,3.6318355,0.6609583,4.4190497,132.60995,3.3403232,105.59483,10.915587,4012.6038,3.6322718,0.8911383,6.0926347,166.27077,3.2190034,20.60409,11.984609,796.71313,3.4601126,-0.008758754,3.2860456,322.20932,4.5125513,43.71201,35.198177,1789.7709,3.3884861,-0.40888798,6.403702,200.44579,3.4136086,97.5062,55.06524,3705.2356,3.4475176,0.010200072,2.5258775,77.65624,3.3712242,41.772747,9.520119,1587.3644,3.610658,-0.37570262,5.5137734,174.93166,3.4096608,56.0815,29.744316,2131.097,3.4621778,0.5984252,2.969074,88.93927,3.2952878,19.388882,7.286512,736.7775,3.5596995,0.09289964,5.08799,151.89566,3.3235497,57.259983,18.149742,2175.8794,3.581443,0.00643672,0.856428,90.809006,4.614561,40.89401,4.239839,1553.9724,3.632155,0.27512246,3.471942,108.2364,3.3766465,105.03934,20.831644,3991.4946,3.6166348,-0.35404155,6.687871,203.36577,3.3678958,-583.85693,67.207695,22186.564,3.63097,-0.3659818,7.756612,232.59877,3.3136435,-398.57205,43.998116,15145.738,3.6315172,-0.21060987,6.002625,180.93646,3.3419151,4.220268,10.99708,378.80853,3.4559162,-0.5406278,4.7193584,144.85071,3.333593,81.24693,66.6874,3327.205,3.4095063,-0.19213642,5.3958898,148.75706,3.2434886,-13.097364,10.475023,535.82135,3.410866,-5.892365,63.87507,962.902,2.4855125,246.59259,115.68272,9370.519,3.5266378,0.015406115,2.2702715,235.41522,4.5797,20.978407,27.847963,1097.5212,3.3870623,-0.3262232,4.321378,135.62065,3.4060385,74.19138,44.956272,2824.4211,3.4063678,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-0.5320834,4.754955,138.58585,3.2869906,60.856922,14.221286,2312.563,3.6093726,-1.516702,6.2140174,193.6521,3.3611841,79.90964,9.832723,3036.5662,3.6299336,-0.5220356,6.7091684,198.62086,3.3060126,-18.34872,9.969761,707.2264,3.510352,-0.63282967,6.7259407,208.42197,3.3633487,29.264233,10.098187,1112.0409,3.5745718,0.1444663,5.6869583,172.07738,3.3404076,-58.24879,12.182311,2213.454,3.6155846,-0.5585209,6.2447934,195.3931,3.3898304,49.418648,9.252983,1877.9086,3.6199095,0.5747496,4.680939,136.63623,3.2861888,-92.694695,11.298461,3522.3982,3.630132,-0.4682038,5.7518377,166.35025,3.2289417,-321.56635,33.86413,12219.521,3.63206,-0.33423132,5.2964644,157.81409,3.3223834,111.352516,11.782566,4231.3955,3.6320603,-0.6708625,5.041766,155.96101,3.3595798,36.597324,11.145757,1390.6982,3.5902176,-0.28742337,3.7289588,203.51944,3.9382732,-1.6697369,20.93281,659.08466,3.4057014,-0.4327722,5.4521227,182.04521,3.4659414,206.3763,17.906998,7842.2993,3.6338406,0.1552936,2.441815,72.68369,3.3323538,39.55263,8.242897,1502.9999,3.6142485,-0.064488,5.051986,153.62932,3.3338375,109.151955,13.040076,4147.7744,3.6304991,0.33935338,3.1079924,93.06146,3.320415,18.285547,9.342819,705.06696,3.5141401,-0.14663756,5.11323,155.54608,3.3403277,83.44218,10.17606,3170.8025,3.6302204,-0.021386266,1.0652944,56.7503,3.8992963,29.184511,4.4259953,1109.0114,3.62608,-0.03733613,3.7433186,111.29436,3.323232,122.50275,9.807177,4655.1045,3.6343327,-0.59577084,7.0104413,215.02428,3.3553617,-429.81714,43.727806,16333.051,3.6323767,-0.1547349,7.585124,230.91714,3.3527513,-306.65222,26.682732,11652.784,3.6337912,0.024769686,5.656896,163.65582,3.3023605,3.6525295,10.344382,307.73727,3.2215743,-0.6819335,4.0981517,124.0059,3.333956,242.78165,28.254133,9225.703,3.6307852,-0.48061666,4.7535405,138.62419,3.282392,-33.485336,17.06138,1289.4883,3.4996095,-0.24030475,58.80755,848.4762,2.3334222,-8.122285,96.962265,3177.774,3.4770753,0.0058455425,1.9093502,196.55878,4.5786304,-7.734968,15.316508,576.3711,3.4689867,-0.46030146,4.2701726,123.24668,3.2262802,175.70949,19.792522,6676.9604,3.6312683,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-0.5908011,4.9202547,144.35155,3.324261,93.60221,19.759272,3556.884,3.6167057,-0.40900362,4.3192673,226.33662,3.8747957,61.82113,15.386597,2349.203,3.605768,0.070336126,6.225448,183.85954,3.3157763,-0.6849342,16.36892,462.00702,3.2411935,0.16278887,6.4050817,183.86679,3.2430131,24.511848,17.235044,981.482,3.4344795,0.3434789,5.641715,160.7833,3.2951026,-28.148642,15.183779,1101.1412,3.4867384,-0.090727255,6.456864,193.12683,3.316965,46.764336,16.6097,1777.0448,3.5683467,0.20189363,5.109979,147.09105,3.2975063,-80.43906,13.52665,3056.684,3.623427,0.09570512,6.080281,179.25847,3.3109188,-240.51775,18.532328,9139.675,3.6345508,0.054933656,6.1580615,177.87833,3.3108072,103.087494,19.5888,3917.325,3.6192687,-0.55573094,6.168896,175.79787,3.2551804,36.322163,18.693476,1380.2422,3.4836485,-0.17945118,3.6840775,192.39355,3.8678086,75.42914,26.617554,2866.3071,3.5758386,-1.0429473,5.1615634,151.29234,3.2550838,130.31096,47.131676,4951.8164,3.5716817,0.089012735,2.7112632,79.38406,3.3185196,52.483196,7.595995,1994.3615,3.6272511,-0.37364393,5.699428,154.10353,3.2237291,85.72883,24.39401,3257.6956,3.5972264,-0.03919051,3.831921,120.75435,3.4131153,27.10645,9.935076,1030.045,3.5702527,-0.4064722,5.5068483,150.45135,3.2444503,69.03266,18.356003,2623.2412,3.6018937,-0.013052041,0.7508617,75.797646,4.55218,29.193253,4.659891,1109.3436,3.6249344,-0.08514577,4.5077286,124.53271,3.3165948,88.778946,17.673002,3373.6,3.617121,-0.18903041,6.820422,204.31287,3.328041,-315.2832,35.571976,11980.762,3.630968,0.06417989,7.7180195,232.60954,3.350269,-234.72394,25.812807,8919.51,3.6312242,0.2457787,6.450212,193.14264,3.3463018,10.064318,17.781914,679.3017,3.4866455,-0.005167851,3.6162393,201.69579,3.9686508,141.69855,64.90043,5384.5444,3.5261242,-0.5283548,4.866457,144.59006,3.3414347,29.289549,28.307411,1123.9282,3.18944,1.7452588,31.204166,499.05853,2.667601,-98.75654,82.824936,4353.257,3.5061288,0.057941433,2.0777147,211.0443,4.565807,63.027485,28.311544,2395.0444,3.5304418,-0.44858703,4.7997212,137.87784,3.2972283,117.72414,40.637703,4473.517,3.5750089,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-0.53398407,4.737928,137.25737,3.2786195,112.10933,15.375415,4260.155,3.6282175,-0.40342656,5.432907,155.49394,3.2446787,31.079428,23.118704,1185.859,3.3740106,-0.270143,4.2526193,247.54884,4.0136447,13.16025,14.844614,601.31323,3.3507276,0.060204506,3.9954538,228.7349,3.9780161,-12.883562,23.762075,917.81793,3.484837,0.16684797,5.2937245,163.74803,3.382119,-16.495487,14.524987,682.02136,3.3421407,0.18787254,4.862281,151.46284,3.387911,14.057629,23.321917,769.69116,3.2441576,0.39111066,4.797178,136.17351,3.269796,-71.97353,12.30644,2734.9944,3.6231124,0.5631466,4.462915,125.21305,3.207968,-203.94394,15.764746,7749.8696,3.634611,0.2935496,5.1066985,148.52603,3.2747657,58.90738,17.463657,2238.4805,3.5928166,-0.1534475,3.6856804,213.92926,4.0124617,14.62703,11.726674,624.95935,3.474594,0.10296492,4.520399,254.72673,3.9854665,111.93232,7.482241,4253.428,3.6353211,-0.7088989,5.3364053,155.43814,3.2435641,-0.59494704,35.178776,1156.6608,3.4503186,0.32459256,2.9940188,85.22815,3.2708163,51.8556,5.576807,1970.5128,3.6316285,-0.82871705,4.7118125,137.75072,3.286891,15.544449,18.450586,647.2597,3.1775815,-0.045435205,3.830602,109.33813,3.2684624,28.082737,8.992036,1067.144,3.5871859,-0.523376,4.176647,122.15908,3.2985823,22.23445,14.235201,844.90906,3.4302833,0.12116523,1.0043886,55.949677,3.9702487,28.799644,3.0840366,1094.3865,3.631907,-0.89318466,4.9004726,131.97736,3.178851,29.334465,15.726371,1114.7097,3.505678,-0.59403706,5.8345814,183.74786,3.405084,-232.908,20.375023,8850.505,3.6337512,-0.051800523,6.18984,192.03883,3.3955731,-185.37955,16.214888,7044.423,3.6337998,0.7241688,5.0625052,147.50783,3.300401,-0.3873099,16.839163,510.90543,3.349347,-0.55231684,5.101822,145.99991,3.2418795,-41.975857,44.616215,2131.1436,3.5286524,-0.51708746,4.728869,135.78719,3.2603254,73.120804,11.523972,2778.5906,3.6248558,1.1879525,28.61839,624.44086,2.9442842,-152.71082,85.70546,6289.4155,3.586025,-0.16959572,3.9515324,108.18804,3.1851552,99.446724,8.888778,3778.9756,3.633599,-0.6228123,5.1179686,148.05199,3.2688134,-12.364225,30.879509,1187.566,3.5546505,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-1.2046536,4.9313226,150.20323,3.3333304,17.68077,43.839756,1473.3547,3.3969524,-0.924764,8.226491,261.38623,3.4143682,-59.53769,41.116947,2300.435,3.3723593,-0.96998733,5.3386073,166.07744,3.3291173,-17.377728,14.166512,675.5767,3.3172126,-0.87189883,7.257594,234.36732,3.4312212,-47.140476,11.088877,1791.338,3.610367,-0.93498194,4.897956,155.10912,3.3637683,-35.552914,13.310299,1351.0107,3.55535,-0.9688171,6.654322,217.15746,3.4078488,-20.189848,10.921224,787.75024,3.531062,-0.64491755,4.5844,142.42264,3.3501341,-66.5742,15.686938,2529.8196,3.6072712,-1.0618256,6.351769,213.0349,3.4465976,-177.95251,21.170305,6762.196,3.6303372,-1.0094361,5.293783,154.56221,3.276574,31.76472,15.900466,1207.0593,3.5099976,-1.0603092,5.5904517,172.91019,3.3512895,9.270359,12.9963255,480.68988,3.3346205,-0.04385866,3.5111542,196.2187,3.959539,61.70562,23.154358,2344.8135,3.5674884,-1.2023255,6.037183,199.12018,3.4414294,-38.90196,14.84453,1478.2744,3.5642018,-0.013361002,2.4215448,71.804146,3.34145,24.725073,12.183527,940.73035,3.5051749,-0.9570218,5.402073,164.99606,3.34562,-18.345938,11.979919,697.1456,3.4330087,-0.5043163,3.2481399,92.532005,3.2162714,6.3077517,13.942868,473.9858,3.3781745,-0.98939055,5.1250143,158.37997,3.3667412,-3.5911496,8.586457,227.9941,3.061662,-0.020574318,1.075828,102.20622,4.4759436,20.387077,3.957332,774.7089,3.617631,-0.7458477,4.874471,143.59335,3.2535288,-4.721211,15.416448,494.6561,3.37705,-0.7108616,6.3616424,208.47812,3.426619,-195.31094,21.435068,7421.8154,3.631485,-0.74555904,6.961784,225.18646,3.409049,-152.73866,28.720951,5804.069,3.6192892,-0.6761122,6.5528646,205.08893,3.3410459,-5.499599,16.67488,544.7406,3.3946786,-0.7720731,5.0312963,160.19176,3.3992019,-64.86549,13.784085,2464.8887,3.6145582,-1.1744202,4.851096,146.4712,3.3184826,-8.766494,41.50434,1469.851,3.5077462,-1.3394703,33.04688,692.8058,3.008388,-229.38937,91.798645,9107.675,3.6068707,-0.0669762,2.1498606,220.91011,4.581035,95.690796,8.467022,3636.2502,3.6336942,-1.0254327,5.148038,162.75952,3.3659425,-47.946968,16.80321,1821.9849,3.5767293,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
0.19737318,5.1323824,150.91116,3.3019874,-19.807154,12.864075,785.45746,3.459283,0.4520075,6.4285574,198.15366,3.3567533,-104.26577,13.498621,3962.0994,3.6291966,0.38733348,5.8119063,179.43207,3.3561583,-41.743664,15.94004,1586.2593,3.5510871,1.1926432,6.0611215,184.6001,3.3291273,-68.15741,16.185186,2589.9814,3.608159,0.891119,6.4083896,198.4029,3.3838127,-40.686226,11.599748,1546.0765,3.5948684,1.6745343,6.4119067,195.33186,3.3349972,-40.40645,14.905022,1535.4451,3.5618765,1.2409741,5.8914175,182.56218,3.368267,-57.391888,10.749468,2180.8918,3.6203535,1.7852484,6.540422,196.63289,3.2946236,-154.06107,11.727523,5854.3203,3.6347008,0.32256743,6.0755963,186.087,3.3572173,6.5153008,14.486449,504.45288,3.4078913,0.6299758,5.602159,169.0225,3.3389702,-3.1087017,11.3356285,372.4083,3.396495,0.8823979,5.0915933,149.35995,3.2656064,32.686707,11.042582,1242.0948,3.5764503,0.5646301,4.9698424,149.53801,3.3367174,-79.53152,30.517103,3022.1978,3.5642233,0.36338666,2.558702,80.30049,3.3683605,9.788859,6.4259343,384.87515,3.433999,0.5017796,4.408153,137.18248,3.3879821,-36.372528,12.766744,1382.156,3.5788314,0.59246266,3.4795108,111.530304,3.4160044,-10.663845,8.051549,409.7306,3.370878,0.5777297,4.3908877,135.03966,3.3613493,-18.487022,10.668488,702.5069,3.4550364,-0.011575982,0.8787812,93.00578,4.5972257,22.282803,2.2989762,846.7465,3.6322293,-0.009294469,2.4760735,254.11853,4.5797496,-30.129972,11.086522,1144.939,3.5768867,0.6526576,5.7646546,181.24919,3.3800228,-167.386,13.246772,6360.6685,3.634464,1.3962225,7.295848,223.36197,3.3786194,-124.830635,13.686291,4743.564,3.6315517,1.4691844,7.5690165,236.13115,3.3604257,-25.25351,16.011042,1002.19855,3.4641485,0.047596645,2.711217,287.61398,4.6085153,-106.29917,31.647476,4039.3687,3.594292,0.26806086,5.0323453,147.17952,3.2999325,-42.815075,12.826322,1626.9728,3.5882995,-1.3835906,49.80679,780.7167,2.414391,-317.26624,69.38998,12056.116,3.6026168,-0.031734325,2.2096014,233.6881,4.60718,112.22349,11.049918,4264.4927,3.6328447,0.037631974,2.3627565,241.99324,4.567283,-84.375534,20.09649,3206.2703,3.609735,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
0.33045614,3.6827931,187.08044,3.8354967,-7.387368,16.47156,468.45648,3.1758306,0.058495782,4.6473894,240.25252,3.8775008,-94.40765,25.443207,3587.491,3.597585,0.3757393,7.092092,214.2267,3.3409271,-16.864082,33.116093,1228.9044,3.4514685,0.024125965,7.9499235,230.42946,3.2702973,-50.798637,46.412216,2225.3613,3.4159384,0.35112876,9.308529,266.7703,3.264703,-13.0249195,30.607126,1128.9208,3.4989486,0.18072996,9.166539,263.26215,3.2873642,-25.50121,44.056953,1669.0044,3.4417217,0.49229294,9.102719,260.16223,3.2950437,-23.8507,32.39561,1331.4208,3.4581063,0.05123159,9.202785,260.56726,3.3077781,-101.13988,50.970985,3907.1013,3.515253,0.9243756,7.375702,211.2363,3.3053482,-8.194539,23.099794,689.374,3.2352364,0.24371636,8.916491,239.65096,3.2489889,-12.812801,23.384405,812.4613,3.3772073,0.19067754,3.8105288,186.52127,3.8067641,52.16665,14.246695,1982.3328,3.597629,0.047162037,3.3994255,332.68484,4.5451903,-85.28809,55.943974,3414.3994,3.4552777,0.13609168,3.8369484,112.39013,3.291827,23.176325,17.64134,889.6828,3.379406,0.0846223,6.6803784,191.67407,3.2978354,-18.727373,38.06628,1423.5442,3.4696882,0.503491,4.945469,143.61078,3.3002574,-5.1276608,15.800854,562.5545,3.5081573,-0.12683755,8.700117,247.02307,3.2843454,-11.879686,27.431007,970.1324,3.4233449,-0.019401522,1.7713089,158.2493,4.440921,28.49184,4.4662843,1082.69,3.6251538,0.011165115,2.6262708,289.18857,4.677488,-24.959337,19.815662,1019.46497,3.407881,0.3925566,7.4000072,218.60088,3.2857325,-111.11925,49.721577,4222.5312,3.5189393,0.09114296,10.090547,295.3649,3.294375,-88.55337,47.05374,3382.5667,3.4763143,0.19690877,9.2219305,274.4659,3.3017807,-11.168864,38.77852,1341.7225,3.4735894,0.023317045,3.2673874,315.44916,4.5107613,-98.63473,72.00378,4006.0098,3.4143047,0.3224826,3.6886618,188.6941,3.8471704,-28.221464,16.193777,1085.9028,3.4911234,-3.0113487,60.79956,896.3108,2.381231,-315.4345,71.57307,11986.511,3.612138,-0.025196021,2.535466,251.95377,4.538269,164.94536,19.324526,6267.9233,3.6306698,0.00762283,3.2280724,316.34323,4.526849,-63.074337,52.29124,2659.037,3.3984761,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
-1.9086288,12.4021225,386.52286,3.3769355,-101.80877,84.77904,3868.7332,3.2843206,-2.8465815,11.79254,373.59628,3.3698604,-180.91493,143.01817,6874.767,3.3477535,-1.2007866,12.092229,356.70322,3.2723432,-19.770966,43.616936,1583.2179,3.4531388,-1.3424271,11.873369,374.9218,3.390636,-60.641342,78.70264,2926.3435,3.3217251,0.21586014,12.763534,365.89667,3.2803864,0.95546234,28.468092,875.9416,3.3777099,-2.139396,11.978562,399.20654,3.4478173,-21.1971,59.894398,1931.7181,3.341374,0.47238326,12.335034,367.21307,3.3382223,0.7311263,27.594921,878.56177,3.3934236,-2.1468525,12.965871,427.7834,3.4443028,-63.36515,44.230247,2459.943,3.3880768,-0.84677035,13.044031,381.29648,3.3060882,-0.9051527,30.1475,1002.35077,3.4605148,-1.2888929,14.462504,418.87292,3.2808015,-14.8016405,35.19516,1206.8539,3.3954225,-1.6159415,11.26811,316.06577,3.2660987,37.987915,54.566093,1911.866,3.2895472,-2.0047753,9.842,306.62225,3.3760734,-107.18273,141.30884,4583.6084,3.0992663,0.15422784,6.3714128,182.31807,3.2524033,23.413158,17.887272,960.262,3.414859,-1.608183,8.088204,254.7572,3.372446,-28.598612,58.374958,1863.0491,3.259694,0.8577988,8.901568,279.78476,3.4184976,-3.7233694,21.331972,748.247,3.5095243,-0.7679205,10.035339,302.62085,3.326276,-18.871065,43.3687,1441.4858,3.3629339,0.083892845,3.2531836,252.10007,4.2490916,29.00872,10.492876,1102.3314,3.5786924,0.031651877,4.2470007,397.8292,4.474381,-31.47234,30.162449,1217.6212,3.232262,-1.8415307,13.05283,387.0874,3.2734325,-87.5662,51.17178,3327.5156,3.4501646,-1.7109677,14.494147,423.51068,3.2624626,-61.984276,42.677685,2418.9438,3.399088,-1.3079281,13.319866,404.10822,3.3319418,7.0303254,39.656082,1259.3395,3.3701782,-1.7705433,7.712892,220.17065,3.2391298,-81.89329,154.87833,4380.6763,3.0129678,-1.8864493,12.485045,390.79608,3.3838005,-116.298706,75.44214,4419.351,3.4318745,-0.49638525,52.77185,748.8334,2.2383902,-253.4967,64.238365,9729.659,3.6120048,-1.2392907,7.757096,206.86497,3.192911,165.21188,21.50888,6278.0513,3.6289742,0.039875317,4.1316576,386.00174,4.4818425,-60.82982,101.61395,2930.6836,2.974505,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974,0.0,0.0,0.0,4.2341065,0.0,0.0,0.0,4.8751974
